repository_relative_path,size_bytes,size_mb,scene_id_inferred,detected_file_type,likely_raw_yolov11_detection_output,should_upload_to_onedrive,recommended_priority,recommended_onedrive_folder,parquet_columns_sample,sha256
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_eastgate/experiments/eastgate_topview_homography_v1/trajectories_filtered_filled.parquet,1574157974,1501.23403,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_eastgate/experiments/eastgate_topview_prewarp_displacement_v1/camera_space_filter/selected_tracks.parquet,2339524,2.231144,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;start_x;start_y;end_x;end_y;displacement;displacement_norm,0f55751b17910c2c93f6e700d4d0b849fe580c348bf704741f1414c71e58bee1
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_eastgate/experiments/eastgate_topview_prewarp_displacement_v1/camera_space_filter/trajectories_filtered_filled.parquet,937591548,894.156979,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_eastgate/experiments/eastgate_topview_prewarp_displacement_v1/trajectories_filtered_filled.parquet,949512224,905.525421,bellevue_150th_eastgate,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_newport/experiments/newport_topview_prewarp_displacement_v1/camera_space_filter/selected_tracks.parquet,1093364,1.042713,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;start_x;start_y;end_x;end_y;displacement;displacement_norm,7b254005952529fedfb37151fb3fd8e64cd48aa7e8025e053d29da056c0bbe67
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_newport/experiments/newport_topview_prewarp_displacement_v1/camera_space_filter/trajectories_filtered_filled.parquet,367676732,350.643856,bellevue_150th_newport,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_newport/experiments/newport_topview_prewarp_displacement_v1/trajectories_filtered_filled.parquet,371265856,354.066711,bellevue_150th_newport,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_se38th/experiments/se38th_topview_prewarp_displacement_v1/camera_space_filter/selected_tracks.parquet,1329642,1.268045,bellevue_150th_se38th,tracker output,false,true,P1,03_yolo_tracking_outputs/,track_id;start_x;start_y;end_x;end_y;displacement;displacement_norm,d257bf671a744b645122ba54745853746a9d889f7414bc4ba6c5509d1fa85d8a
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_se38th/experiments/se38th_topview_prewarp_displacement_v1/camera_space_filter/trajectories_filtered_filled.parquet,579570548,552.721546,bellevue_150th_se38th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/06_homography_map_correction/data/processed/bellevue_150th_se38th/experiments/se38th_topview_prewarp_displacement_v1/trajectories_filtered_filled.parquet,586954791,559.763709,bellevue_150th_se38th,processed trajectory,false,true,P0,04_processed_trajectories_and_features/,track_id;frame;x;y;vx;vy;ax;ay;is_filled,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
TNVD2_UPLOAD_PACKAGE/09_metadata_and_statistics/Traffic_Node_Video_Dataset_2_0_2026/07_RESULTS_AND_STATISTICS/detection_statistics_yolov11x.csv,84,8e-05,,detector summary/statistics,false,true,P2,02_yolov11x_detections/,,3afd97e12e7a28dbcc93ed9997041cb7586c2b4605479356cb1dc847adc02c8d
TNVD2_UPLOAD_PACKAGE/09_metadata_and_statistics/Traffic_Node_Video_Dataset_2_0_2026/07_RESULTS_AND_STATISTICS/track_length_statistics.csv,66,6.3e-05,,tracker output,false,true,P1,03_yolo_tracking_outputs/,,ffdb574405fd6333a8c7116042282324c6be3e40ffabb52a5581e5f7b299cf8c
TNVD2_UPLOAD_PACKAGE/09_metadata_and_statistics/Traffic_Node_Video_Dataset_2_0_2026/07_RESULTS_AND_STATISTICS/trajectory_statistics_raw_vs_filtered.csv,363,0.000346,,trajectory/intermediate output,false,true,P1,04_processed_trajectories_and_features/,,a8b80221800098ec506df3a75e595c8102b787eb3579dca4afbfc972f34ded91
TNVD2_UPLOAD_PACKAGE/09_metadata_and_statistics/traffic_node_dataset_2_0_starter_pack/tnvd2_starter_pack/schemas/detection_schema.csv,119,0.000113,,schema/metadata only,false,true,P2,08_reproducibility_configs_and_manifests/,,5139114c5701972fec84567f0a649c4ce3897a2fd839973fd432cad2d009f63f
TNVD2_UPLOAD_PACKAGE/09_metadata_and_statistics/traffic_node_dataset_2_0_starter_pack/tnvd2_starter_pack/schemas/trajectory_schema.csv,194,0.000185,,schema/metadata only,false,true,P2,08_reproducibility_configs_and_manifests/,,fbc446d509b4f7ffa6f5a8f0d533747276eb558ee5f3cba32f81f9773a939d4e
Traffic_Node_Video_Dataset_2_0_2026/07_RESULTS_AND_STATISTICS/detection_statistics_yolov11x.csv,84,8e-05,,detector summary/statistics,false,true,P2,02_yolov11x_detections/,,3afd97e12e7a28dbcc93ed9997041cb7586c2b4605479356cb1dc847adc02c8d
Traffic_Node_Video_Dataset_2_0_2026/07_RESULTS_AND_STATISTICS/track_length_statistics.csv,66,6.3e-05,,tracker output,false,true,P1,03_yolo_tracking_outputs/,,ffdb574405fd6333a8c7116042282324c6be3e40ffabb52a5581e5f7b299cf8c
Traffic_Node_Video_Dataset_2_0_2026/07_RESULTS_AND_STATISTICS/trajectory_statistics_raw_vs_filtered.csv,363,0.000346,,trajectory/intermediate output,false,true,P1,04_processed_trajectories_and_features/,,a8b80221800098ec506df3a75e595c8102b787eb3579dca4afbfc972f34ded91
data/interim/bellevue_116th_ne12th/rebuild_v1/tracks.parquet,288370349,275.011395,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,NOT_COMPUTED_LARGE_FILE_GT_268435456_BYTES
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_19-08-25.parquet,44560171,42.495891,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,b068313f869dc5d2b8e2b963b295a74593b61bb348d9cc1d6c849b6323eb1c7b
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_20-09-12.parquet,11057412,10.54517,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,bd0eca29c673aaa26f1307a0d5e552648ad838e51d238d58240912d393824c9f
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_21-08-54.parquet,20254237,19.315946,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,ad024efff91a68a4ef554cfa6a9f07d34a845d242770952037688b6bfa5e6317
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_22-08-50.parquet,3411991,3.253928,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a028f4409d9ccbf84e99b842174cdb2713d4b2169522ac1718dd4320e2344500
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_23-08-29.parquet,20735095,19.774528,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,31046a227dc21d93d0d18b6bf3310b914743b8f9bd6b32b0acce705bc0a42f3a
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_00-08-29.parquet,14572568,13.897484,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,500469495ba5fcd1a3a20a03d89707045e0ea04d0bd2d22ea56bba1004bef881
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_01-08-29.parquet,18262116,17.416111,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,98dee9b6c58875db2988b453d0d8ea7764549ac1917a4f31d44f7b34fe7d6701
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_02-08-32.parquet,19410341,18.511144,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,710673b84aaa8f1af4d66fd40e10a1a1a19e5b902b6a83e64fe10a7c051c01c9
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_03-08-30.parquet,18814653,17.943051,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,bc7bfd0e5d9ee3acfd5e692ed8947ab221424b264b93e07dd47222e7cd1bb028
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_04-08-30.parquet,19097559,18.212852,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,5b273d89279518df0c5b45e146bf99f90e8ba636310052acfb3e1a56e9f06fbb
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_05-08-39.parquet,2647879,2.525214,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,7cad8be3aa6400780031430bdb06490c5f3a232765dc54678719812f42104e10
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_06-08-30.parquet,45737568,43.618744,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,82e7a98ace5199dac4435b6b0dd66b824bc4fc8bd861d035d4e05fab98dac21c
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_07-08-32.parquet,7364979,7.023791,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,19ce48e32336e20f4a77b2d0658e4809a5ae183af17e040be193a5db3836f3e4
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_08-08-50.parquet,10796962,10.296785,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,f09b55a9714ffea3b9935e5f5e8815f547597b9e70890c15d7eecee07ec55b2d
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_09-08-31.parquet,16610387,15.840899,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,f027f92f637b60224108e0ad6d60dd1a1022a6b41d6228ebe5ccaa4cf5bd6a02
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_11-08-33.parquet,7639072,7.285187,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,03b7df7a15e1f69481092dc232a668c1077ddaff1d0c23f1367d7233c52266df
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_12-08-33.parquet,3370681,3.214532,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,9ec79cf3a96c5fc8b9d57c1b4ace402f277e5c1e7398fedf6e915608d21fe4b5
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_14-08-35.parquet,13700687,13.065993,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,45fcf7fad4394a48836e25206337e3d6a84d3187b7e35479d29e49d57b9f48a4
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_15-08-36.parquet,1923665,1.83455,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,bf60f217ecb6613a08632bae1291702101c40bf337efdfad4b545726333adb3c
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_16-08-37.parquet,1559341,1.487103,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,d46c4505bf2934681fc6007f63febb43599e401d8ca989cd7f47e7f77aaeb946
data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-11_17-08-39.parquet,6677951,6.36859,bellevue_116th_ne12th,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,4fb712a97f51996819b7a6943774c03e29bb4a887070d304398d0ad9817d86f3
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-10_18-08-24.parquet,48668164,46.413578,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a5851be8fb6e11ebcc4d0db87b3abd9cc821a837f4107a27b24c495539a9ad20
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-10_19-08-25.parquet,70502892,67.236797,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,1b91b8fdb3a5f7f5bcbd4b055cba1040a3419bec5f33c23ca3fc0bc21900e00c
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-10_20-08-25.parquet,30040502,28.648855,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,98223fe48b4485b0d5207516b8df6939a9408530976c4b2354f8f45f9a171b56
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-10_21-08-28.parquet,25989261,24.785291,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,5f839f830624624088aadbb263be7e301694e14c53345322d93953405e3ee7ed
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-10_22-08-28.parquet,21803919,20.793838,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,c144bbe5d8d0220df34bab8e5ccc6d00c520b0ea96ba467c137a7edd38b3c387
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-10_23-08-29.parquet,18194941,17.352048,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a159827ee97ac3d070f83fc3cfc9b58bca48ce7cfb488f4aa643b807347ca6ad
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_00-08-29.parquet,14977038,14.283216,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,7962c8623350ba1a7f04a25cea7452bdd1e1fd2585149550260b1bd3f0bbe7f6
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_01-08-29.parquet,13193689,12.582482,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,03f29eba8ca1369c7352c65497a5fd006bcf823c2997a3e750434260b83e2159
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_02-08-29.parquet,13614567,12.983863,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,c007befe03a8daa793d8a9b55c4a229c0d1f671404ad1087ea08695929f6641c
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_03-08-30.parquet,14210601,13.552285,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,98865d4c6cc1e64ebb838259476f06928c02c65942dd2ba098c371395ef5e77d
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_04-08-29.parquet,15128897,14.428041,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,0eb007751f85fd7de5e9b8d2ae07faebd29562dd4ab6094e1e13071b4c9b575f
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_05-08-30.parquet,22001444,20.982212,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,efaaf64874fd5ab557c96f99befb692f6ce6f7d5b4807ddc99cd3baf8300c337
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_06-08-30.parquet,71935223,68.602775,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a08e3b826e33870e283435c8f7fec2f4044ba58ab642e8a411163eb8f4206ac4
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_07-08-31.parquet,78160851,74.539996,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,135e16ba4797365ed168a2fd0b393e9b1892a97af6996599b341492f7c3df771
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_08-08-31.parquet,95623736,91.193901,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,da616472ea735037397fd9e713573c5eea26b05f359c7672e99e077b38cfdff4
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_09-08-31.parquet,94423253,90.049031,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,b56bcf862fc055d527ecdd02c280ba9afd7f6976afa1a9d68b1ca1f5013891e9
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_10-08-31.parquet,77483200,73.893738,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,0ed730759a0908fc1e69ec013eabc89db74ff9e8a260f409a89d7e9c3c8d9432
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_11-08-32.parquet,74113111,70.67977,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,c57f7c584ccd78e6b38522007e7d7d8b12cbf9f8fc9d930793ae20e83cc81197
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_12-08-32.parquet,77966227,74.354388,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a8537a6426e5fe7f80602ce6389ddf1fbba82e79da5c41cb3f80dc6fceb5afdf
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_13-08-32.parquet,63014023,60.094855,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,50220857fc390e50af633a12d3454dad2c14eccb17ee40fe11714687d8d4dd55
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_14-08-31.parquet,69616431,66.391402,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,e76a7c0917b10fbb0b0dba5c9de1f947aee995c2a7fd8edca96ea1955f8257f4
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_15-08-33.parquet,77787273,74.183724,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,1f0d7e2bea2ad1be56eb64c89c5f9d69a400637d54ebec0eb89b4ffabca64e4b
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_16-08-33.parquet,80355912,76.633369,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,10eb76b071328bb0a0a59fa7b3333baa776852dd9663aa10f750dcd149e93b53
data/interim/bellevue_150th_eastgate/tracks_Bellevue_150th_Eastgate__2017-09-11_17-08-33.parquet,91800929,87.548188,bellevue_150th_eastgate,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a602f3581f20684f1d28a25d02914cd885b9f891b37707350e1cdd5896156e84
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-10_18-08-24.parquet,53018414,50.5623,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,6c4b061efc692cd8f4772c96e7f37d7fc29d2cc41212f38f1d51dbf54daaf67e
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-10_19-08-24.parquet,55223650,52.665377,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,6d69506aeebbd30877a04f7867c6c0a170d614c317d6a5e8d29c4586102344ad
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-10_20-08-25.parquet,23238513,22.161973,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,140d567ff3aadadd18303be27f8ed367bd196e55fca75882127f2215a5d48478
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-10_21-08-28.parquet,19618159,18.709334,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,d73bc30993214f3734ffc07c52b16becc04c3ba308a117d5d5068b61a81cf400
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-10_22-08-28.parquet,16250283,15.497478,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,ce7b06f65720f2898403af4d7b70ec5e2f2f3d2377bc1f7e384c0391e9256aa8
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-10_23-08-29.parquet,15582849,14.860963,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,c140cc9d3b2dfb4cdca6dfd297350767d6683c761b01472d11f666b95b9e6129
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_00-08-29.parquet,15044385,14.347444,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a7edc5854c4b3d28b7f7dab7242e8feddab0d675405da66a8b1e25be2fd3a0eb
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_01-08-29.parquet,13597838,12.967909,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,2d1ee51bebe7b270e578fd33112414e220efe83d44ec83b4d0e0bfb2b77c0f61
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_02-08-29.parquet,14665220,13.985844,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,d115b2ce42c2b365724019af55f85d0b0a80efe2f5434c4664790bd010936c91
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_03-08-29.parquet,14794885,14.109502,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,d50f7fa0a6bd7e46434b1939f77a7278d434b8c7ced349450f21f04e375b5d61
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_04-08-29.parquet,15328424,14.618324,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,c557eb0fb1a290a265fe6758d74f536543ae33a20c46e14ecc8fb35e2b4c2ae3
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_05-08-29.parquet,17537111,16.724692,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,878d22f41b39acce82f062ea825b396b49ab6fd68d48a72c7af90a1b9a275730
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_06-08-30.parquet,58529538,55.818117,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,55b62238aa8fe63033becd1022859631887675f09564d44397397c3b4c935025
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_07-08-31.parquet,82439090,78.620043,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,e85f8a20e1191ebe18216bf901ee658d7448123534250d8a4e25b2ec3dd61e0d
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_08-08-31.parquet,86029956,82.044559,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a4ab3097b6c3039d83f52960ac1ebcd38a4cc5592a216c3ec86157436e04ae33
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_09-08-30.parquet,58489016,55.779472,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,a7e0c785b2b90ae03ab45c7948a8090e90bb4b3d6c5ba4f1e4c15092796e6f82
data/interim/bellevue_150th_newport/tracks_Bellevue_150th_Newport__2017-09-11_10-08-31.parquet,45423079,43.318824,bellevue_150th_newport,tracker output,false,true,P1,03_yolo_tracking_outputs/,frame;track_id;cls;conf;cx;cy;w;h,0a13563ec3dbf6628ac60c6ff3d085418c3668d9f895b42091b49b8cfc2ff5fa
